Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,Angle_roll,Angle_pitch,Angle_yaw,Mag_X,Mag_Y,Mag_Z,Heading
0.086,0.022,0.992,-0.02,-0.52,-1.58,0.98,-5.82,-35.76,43.33,-40.06,-35.88,42.75439195
0.098,0.013,1.008,0.59,-0.13,-1.68,0.99,-5.8,-35.9,41.11,-39.87,-36.86,44.12273136
0.097,0.005,0.99,0.53,0.01,-1.76,1.04,-5.78,-36.07,41.11,-39.87,-36.86,44.12273136
0.099,0.026,1.022,0.2,0.43,-1.79,1.09,-5.75,-36.25,41.11,-40.63,-36.08,44.66354712
0.092,0.013,0.988,0.97,0.27,-2.09,1.17,-5.71,-36.46,41.11,-40.63,-36.08,44.66354712
0.099,0.02,0.981,0.88,-0.03,-2,1.24,-5.7,-36.68,41.11,-40.63,-36.08,44.66354712
0.097,0.026,0.991,0.43,0.46,-2.7,1.29,-5.69,-36.92,41.92,-40.63,-37.25,44.10471787
0.1,0.018,0.998,0.19,0.19,-2.35,1.3,-5.69,-37.18,41.92,-40.63,-37.25,44.10471787
0.115,0.041,0.974,-0.7,0.15,-2.68,1.28,-5.68,-37.46,42.32,-38.34,-37.25,42.17514997
0.091,0.028,1.001,-1.51,0.18,-3.18,1.22,-5.68,-37.76,41.92,-39.87,-34.9,43.56422837
0.104,0.026,1.025,-1.35,0.2,-3.17,1.15,-5.67,-38.07,41.72,-38.91,-36.67,43.00401828
0.098,0.027,0.966,-1.17,-0.01,-3.43,1.06,-5.67,-38.38,41.72,-38.91,-36.67,43.00401828
0.095,0.026,1.007,-1.42,-0.09,-3.31,0.98,-5.67,-38.71,41.92,-39.87,-36.47,43.56422837
0.089,0.007,1.009,-0.81,-0.06,-3.67,0.92,-5.68,-39.06,41.31,-40.06,-35.49,44.11989564
0.097,0.001,0.967,-0.08,-0.51,-3.84,0.89,-5.7,-39.43,41.31,-40.06,-35.49,44.11989564
0.106,0.007,1.014,-0.31,-0.14,-3.8,0.91,-5.73,-39.82,41.52,-39.87,-36.47,43.83861545
0.101,0.011,0.969,0.38,-0.05,-3.9,0.96,-5.78,-40.23,41.52,-39.87,-36.47,43.83861545
0.101,0.011,1.007,0.1,-0.19,-4.4,1.02,-5.81,-40.66,41.11,-39.1,-36.47,43.56451291
0.113,0.021,1.009,0.58,-0.12,-4.2,1.1,-5.83,-41.1,40.91,-40.06,-36.27,44.39854732
0.104,0.026,0.978,-0.13,0.34,-4.59,1.18,-5.82,-41.56,41.92,-39.48,-36.47,43.28304849
0.108,0.032,1.011,0.13,0.36,-4.79,1.27,-5.78,-42.04,41.31,-38.91,-37.06,43.28635171
0.102,0.018,1.034,0.51,0.56,-5.11,1.35,-5.73,-42.52,41.31,-38.91,-37.06,43.28635171
0.11,0.031,1.027,0.25,0.69,-4.96,1.42,-5.67,-43.02,40.51,-37,-35.88,42.40716185
0.093,0.017,1.033,-0.39,0.3,-5.47,1.46,-5.62,-43.53,40.51,-37,-35.88,42.40716185
0.099,0.043,0.994,-0.81,-0.27,-4.88,1.49,-5.6,-44.05,38.89,-37,-35.49,43.57337405
0.1,0.026,1.005,-0.79,0.4,-5.01,1.46,-5.61,-44.58,39.49,-34.89,-36.08,41.46107372
0.099,0.029,0.961,-1.53,-0.77,-5.61,1.4,-5.64,-45.11,39.49,-34.89,-36.08,41.46107372
0.095,0.031,0.984,-1.73,-0.79,-5.35,1.32,-5.68,-45.65,40.3,-36.81,-36.08,42.40856051
0.108,0.016,0.986,-1.38,-0.72,-5.61,1.23,-5.74,-46.2,40.3,-37.19,-35.29,42.70171257
0.1,0.012,0.999,-1.17,-0.43,-6.04,1.14,-5.78,-46.77,40.3,-36.42,-35.29,42.10481772
0.109,0.016,0.982,-1.22,-0.02,-6.12,1.07,-5.8,-47.34,40.3,-36.42,-35.29,42.10481772
0.107,0.01,1.001,-1.5,0.01,-5.9,1.02,-5.82,-47.93,40.1,-35.85,-36.27,41.79719057
0.113,0.005,0.998,-0.38,-0.11,-5.94,0.97,-5.82,-48.52,39.09,-35.28,-34.51,42.06728192
0.11,-0.011,0.998,-0.4,0.18,-6.23,0.95,-5.8,-49.13,37.68,-35.85,-35.49,43.57432835
0.096,0.001,0.967,0.27,-0.25,-6.27,0.97,-5.78,-49.75,38.48,-33.94,-34.31,41.41282964
0.105,0.015,1.005,-0.34,-0.16,-6.6,1.03,-5.76,-50.36,38.48,-33.94,-34.31,41.41282964
0.106,0.02,0.933,0.4,0.23,-6.4,1.12,-5.75,-50.98,37.88,-35.28,-34.51,42.96464791
0.1,0.022,0.95,0.38,0.2,-6.36,1.24,-5.73,-51.62,38.48,-33.94,-35.88,41.41282964
0.099,0.045,1.008,0.39,-0.29,-6.84,1.36,-5.73,-52.25,38.69,-36.81,-36.08,43.57359191
0.105,0.043,0.998,1,-0.81,-6.43,1.49,-5.74,-52.91,37.27,-33.17,-35.88,41.66882527
0.106,0.036,1.033,0.05,-0.44,-6.43,1.6,-5.75,-53.56,37.27,-33.17,-35.88,41.66882527
0.107,0.027,0.978,-0.13,-0.33,-6.2,1.66,-5.76,-54.22,38.69,-32.98,-36.08,40.44482601
0.107,0.028,0.999,-0.07,0.22,-6.57,1.68,-5.76,-54.87,37.27,-34.32,-34.31,42.64035508
0.106,0.069,1.043,-1.77,-0.55,-6.63,1.66,-5.76,-55.51,37.27,-34.32,-34.31,42.64035508
0.119,0.03,0.979,-1.37,0.03,-6.21,1.6,-5.76,-56.15,37.07,-32.6,-34.9,41.32895687
0.102,0.023,1.01,-1.01,-0.12,-6.37,1.51,-5.76,-56.78,37.07,-32.6,-34.9,41.32895687
0.099,0.005,1.004,-1.13,-0.04,-6.24,1.42,-5.75,-57.41,35.86,-31.45,-35.69,41.25146673
0.096,0.023,0.959,-1.15,0.08,-6.63,1.32,-5.75,-58.06,35.45,-33.75,-34.9,43.59272778
0.101,0.012,1.002,-1.4,-0.17,-7.13,1.23,-5.73,-58.72,35.66,-32.79,-33.14,42.59908506
0.104,0.017,0.997,-1.4,-0.09,-7.2,1.15,-5.73,-59.41,35.66,-32.79,-33.14,42.59908506
0.112,0.018,1.017,-0.78,0.28,-7,1.09,-5.72,-60.11,36.26,-31.84,-34.9,41.28645181
0.103,0.013,1,-0.71,-0.08,-7,1.07,-5.72,-60.8,35.86,-31.84,-34.12,41.60178883
0.099,0.011,0.991,-0.04,0.23,-6.97,1.07,-5.7,-61.49,35.86,-31.84,-34.12,41.60178883
0.104,0.011,0.995,0.19,0.1,-6.81,1.11,-5.69,-62.17,34.04,-30.5,-35.49,41.86048923
0.105,0.011,0.994,0.29,0.57,-6.86,1.16,-5.66,-62.85,34.04,-30.5,-35.49,41.86048923
0.095,0.023,0.978,0.41,0.06,-6.99,1.26,-5.63,-63.55,34.04,-30.88,-34.31,42.21331059
0.107,0.028,0.982,0.03,0.11,-7.21,1.35,-5.6,-64.25,33.64,-30.88,-34.71,42.55052699
0.105,0.02,0.986,0.4,0.19,-7.35,1.43,-5.59,-64.96,35.05,-30.31,-34.51,40.85209033
0.097,0.032,0.976,-0.1,-0.47,-7.07,1.51,-5.59,-65.67,32.63,-32.6,-34.9,44.97364904
0.098,0.025,0.987,-0.41,-0.15,-6.96,1.58,-5.6,-66.36,32.63,-32.6,-34.9,44.97364904
0.099,0.025,0.989,0.11,-0.99,-7.15,1.62,-5.63,-67.05,33.84,-30.69,-35.29,42.20535323
0.1,0.027,0.968,-1.04,-0.5,-6.77,1.63,-5.67,-67.74,31.82,-31.07,-36.08,44.31674674
0.095,0.029,0.992,-1.44,-0.47,-7.03,1.62,-5.7,-68.41,33.03,-31.07,-33.33,43.24859987
0.102,0.019,0.997,-1.11,-0.31,-7.12,1.58,-5.72,-69.11,33.03,-31.07,-33.33,43.24859987
0.115,0.039,0.951,-0.37,-0.17,-7.13,1.51,-5.72,-69.81,32.83,-27.44,-34.71,39.88958244
0.097,0.029,0.946,-2.1,0.06,-6.89,1.44,-5.71,-70.5,30.4,-29.35,-35.88,43.99323219
0.114,0.023,0.931,-1.41,0.22,-7.14,1.38,-5.68,-71.2,32.02,-28.59,-34.31,41.76101087
0.096,0.008,1,-0.24,-0.07,-6.51,1.32,-5.64,-71.88,28.18,-28.78,-34.51,45.60351468
0.113,-0.011,1.01,-0.98,-0.1,-6.85,1.27,-5.6,-72.55,28.18,-28.78,-34.51,45.60351468
0.102,0.013,1.014,-1.09,-0.07,-7.03,1.24,-5.58,-73.23,31.01,-28.39,-34.12,42.47444938
0.094,0.009,0.998,-0.6,-0.44,-7.06,1.25,-5.55,-73.9,30.4,-28.2,-33.92,42.84997365
0.086,0.031,1.035,-0.76,-0.19,-7.06,1.26,-5.54,-74.59,29.39,-26.86,-32.94,42.42469884
0.12,0.013,0.983,-0.33,0.02,-6.97,1.3,-5.56,-75.27,29.39,-26.86,-32.94,42.42469884
0.102,0.019,0.983,0.5,-1.01,-6.88,1.37,-5.6,-75.95,29.39,-26.86,-32.94,42.42469884
0.101,0.018,0.97,0.48,-1.58,-6.3,1.46,-5.66,-76.61,30,-27.82,-33.14,42.84078754
0.101,0.028,0.995,-0.11,-1.03,-6.52,1.55,-5.74,-77.24,27.37,-26.86,-32.55,44.4611841
0.113,0.022,0.986,0.36,-0.53,-6.07,1.64,-5.81,-77.87,28.99,-27.25,-34.51,43.22790069
0.102,0.02,0.954,0.42,-0.14,-5.69,1.72,-5.84,-78.47,27.17,-27.06,-34.31,44.88378154
0.113,0.028,0.988,-0.07,0.51,-5.83,1.77,-5.82,-79.03,27.17,-27.06,-34.31,44.88378154
0.11,0.026,0.959,-0.6,1.08,-5.13,1.81,-5.75,-79.57,29.19,-26.67,-32.75,42.41697933
0.11,0.021,0.942,-0.76,1.06,-4.52,1.83,-5.65,-80.07,26.97,-26.1,-30.98,44.06080905
0.102,0.025,1.004,-0.67,0.97,-4.56,1.82,-5.54,-80.53,27.37,-26.1,-33.73,43.6393873
0.103,0.026,0.98,-0.71,0.64,-3.96,1.79,-5.45,-80.96,27.37,-26.1,-33.73,43.6393873
0.093,0.023,0.967,-0.86,0.02,-3.87,1.76,-5.39,-81.36,27.37,-26.48,-33.73,44.05313646
0.098,0.034,1.013,-0.61,0.32,-3.51,1.71,-5.37,-81.71,28.38,-27.06,-33.53,43.63607247
0.107,0.029,0.987,-0.53,-0.73,-3.04,1.65,-5.4,-82.05,27.37,-26.86,-34.12,44.4611841
0.11,0.012,0.967,-1.33,-0.11,-3.17,1.58,-5.45,-82.36,25.56,-26.67,-32.75,46.21747546
0.11,0.016,1.009,-0.88,-0.33,-3.26,1.51,-5.5,-82.67,25.56,-26.67,-32.75,46.21747546
0.109,0.015,0.97,-0.76,-0.31,-3.17,1.46,-5.54,-82.97,26.77,-25.91,-33.14,44.06473057
0.108,0.012,0.989,0.12,0.38,-2.86,1.43,-5.56,-83.25,25.96,-26.67,-33.53,45.77289637
0.112,0.002,1.006,0.72,0.13,-2.62,1.44,-5.56,-83.51,25.35,-24.57,-30.98,44.10482629
0.09,-0.021,1.05,1.38,-0.51,-2.48,1.5,-5.53,-83.75,25.76,-27.25,-33.73,46.61004036
0.089,0.023,0.926,0.33,-0.27,-2.52,1.58,-5.49,-83.97,25.76,-27.25,-33.73,46.61004036
0.111,0.021,0.971,1.3,0.81,-1.77,1.68,-5.44,-84.17,25.76,-27.25,-33.73,46.61004036
0.095,0.023,0.994,0.53,0.68,-1.9,1.78,-5.4,-84.35,25.96,-27.82,-31.57,46.98080493
0.097,0.035,1.014,1.1,0.36,-1.5,1.85,-5.39,-84.51,26.57,-25.72,-33.33,44.06871058
0.086,0.054,0.959,0.02,-0.69,-1.42,1.91,-5.39,-84.64,28.99,-25.72,-32.55,41.579518
0.107,0.028,1.013,0.77,0.32,-0.88,1.96,-5.4,-84.75,28.99,-25.72,-32.55,41.579518
0.107,0.022,1.016,-0.13,-0.43,-0.68,1.97,-5.42,-84.83,26.36,-26.29,-32.35,44.92382332
0.101,0.053,1.017,-1.24,-0.03,-0.48,1.96,-5.45,-84.89,25.96,-25.53,-31.18,44.52152627
0.104,0.013,0.998,0.7,-0.27,-0.04,1.92,-5.47,-84.93,26.16,-26.86,-33.73,45.75640731
0.117,0.034,1.019,-0.25,0.26,0.3,1.87,-5.5,-84.95,26.16,-26.86,-33.73,45.75640731
0.096,0.044,0.954,-0.34,-0.16,-0.02,1.8,-5.52,-84.95,26.16,-26.86,-33.73,45.75640731
0.09,0.039,0.943,-1.39,-0.39,-0.09,1.72,-5.52,-84.94,25.96,-26.67,-33.14,45.77289637
0.105,0.014,1.015,-0.52,0.01,0.27,1.64,-5.53,-84.91,25.96,-26.67,-33.14,45.77289637
0.11,-0.004,0.999,0.77,0.53,0.31,1.6,-5.52,-84.88,26.57,-27.63,-32.16,46.12040193
0.103,0.035,1.02,0.27,0.54,0.66,1.59,-5.5,-84.84,26.57,-27.63,-32.16,46.12040193
0.106,0.01,1.001,0.47,1.08,0.51,1.6,-5.47,-84.78,26.97,-27.25,-34.51,45.29588114
0.105,0.04,0.995,0.52,0.99,0.39,1.62,-5.43,-84.71,26.36,-26.29,-31.96,44.92382332
0.097,0.035,0.957,0.34,0.44,0.48,1.67,-5.38,-84.65,26.16,-26.86,-31.76,45.75640731
0.106,0.008,1.011,0.95,0.63,0.86,1.73,-5.33,-84.58,27.98,-27.82,-32.75,44.83571148
0.094,0.045,0.96,0.25,0.48,0.87,1.79,-5.29,-84.5,27.98,-27.82,-32.75,44.83571148
0.099,0.021,1.008,0.6,0.46,0.96,1.83,-5.28,-84.41,28.38,-25.14,-31.96,41.53564942
0.095,0.025,0.995,0.02,-0.6,1.04,1.85,-5.31,-84.31,26.57,-26.48,-32.16,44.90279707
0.091,0.047,0.992,0.02,-0.19,1.1,1.85,-5.35,-84.2,26.57,-26.48,-32.16,44.90279707
0.096,0.035,0.989,0.15,-0.79,1.51,1.85,-5.41,-84.07,26.97,-26.1,-32.55,44.06080905
0.103,0.048,0.95,-0.06,-0.36,1.29,1.82,-5.47,-83.94,26.97,-26.1,-32.55,44.06080905
0.098,0.02,0.98,-0.49,-0.77,1.43,1.79,-5.54,-83.8,26.97,-26.1,-32.55,44.06080905
0.103,0.02,1.004,-0.34,-0.22,1.52,1.74,-5.58,-83.65,25.15,-27.44,-32.75,47.49333526
0.103,0.021,0.997,0.06,0.33,1.5,1.68,-5.6,-83.49,26.57,-26.1,-31.76,44.48873549
0.096,0.035,0.982,-0.51,0.07,1.78,1.6,-5.59,-83.32,26.57,-26.1,-31.76,44.48873549
0.108,0.046,0.99,-0.46,0.26,1.87,1.55,-5.56,-83.14,26.36,-25.14,-31.96,43.64295573
0.101,0.021,0.993,-0.27,0.65,1.65,1.51,-5.52,-82.95,27.58,-26.67,-33.14,44.03899963
0.1,0.009,0.975,0.86,0.22,2.01,1.51,-5.48,-82.75,28.38,-26.29,-33.14,42.81068422
0.096,0.024,0.993,0.93,0.4,2.12,1.53,-5.45,-82.56,27.37,-25.72,-33.73,43.21986033
0.104,0.013,1.01,0.24,0.26,1.89,1.57,-5.42,-82.37,27.37,-25.72,-33.73,43.21986033
0.105,0.008,1.015,0.19,0.44,2.09,1.61,-5.4,-82.17,26.77,-26.29,-31.96,44.48169574
0.107,0.005,1.021,0.94,0.63,2.04,1.65,-5.39,-81.98,28.18,-27.63,-34.9,44.43537612
0.093,0.037,0.987,0.76,0.18,1.93,1.69,-5.39,-81.78,28.18,-27.63,-34.9,44.43537612
0.106,0.024,0.976,1.31,0.2,1.88,1.74,-5.4,-81.57,27.78,-26.86,-31.76,44.03537451
0.1,0.036,0.983,0.78,-0.3,2.18,1.77,-5.41,-81.35,27.78,-26.86,-31.76,44.03537451
0.105,0.011,0.978,0.34,0.3,2.43,1.77,-5.43,-81.12,28.59,-27.63,-33.73,44.02172531
0.103,0.024,1.004,0.58,-0.02,2.54,1.76,-5.45,-80.88,28.59,-27.63,-32.94,44.02172531
0.106,0.029,0.994,0.06,0.47,2.21,1.73,-5.49,-80.65,28.38,-27.82,-33.92,44.42910009
0.095,0.022,1,0.01,-0.53,2.08,1.7,-5.51,-80.41,26.97,-28.01,-34.51,46.08367598
0.098,0.041,0.957,-0.23,-0.49,2.58,1.66,-5.54,-80.17,26.97,-28.01,-34.51,46.08367598
0.092,0.039,0.963,-0.74,-1.01,2.37,1.61,-5.56,-79.93,28.79,-28.2,-33.14,44.40685555
0.095,0.032,1.013,-0.8,0.15,2.36,1.56,-5.57,-79.69,27.58,-27.82,-34.71,45.24821121
0.096,0.023,1.007,-0.53,0.1,2.34,1.51,-5.56,-79.46,29.19,-28.59,-36.27,44.40504963
0.098,0.031,1.002,-0.42,-0.21,2.08,1.48,-5.55,-79.21,29.19,-28.59,-36.27,44.40504963
0.096,0.01,0.971,-0.72,0.36,2.39,1.45,-5.54,-78.96,30.2,-27.63,-33.33,42.45541536
0.104,0.018,1.016,-0.27,0.36,2.63,1.42,-5.52,-78.7,30.4,-26.67,-33.92,41.26056198
0.101,0.023,1,0,0.28,2.45,1.41,-5.53,-78.44,31.41,-26.48,-34.51,40.13234956
0.095,0.029,0.995,0.46,-0.32,2.9,1.41,-5.54,-78.17,31.21,-27.06,-34.31,40.92626263
0.118,0.037,0.999,0.95,0.83,3.17,1.44,-5.56,-77.88,31.21,-27.06,-34.31,40.92626263
0.101,0.032,0.984,0.54,-0.07,2.98,1.48,-5.57,-77.6,29.6,-27.06,-36.27,42.43321727
0.098,0.038,0.991,0.99,0.16,2.68,1.53,-5.58,-77.32,29.8,-27.25,-33.73,42.44071771
0.103,0.015,0.986,1.05,-0.29,2.98,1.57,-5.58,-77.04,29.8,-27.25,-33.73,42.44071771
0.1,0.036,1.018,1.03,0.39,2.92,1.61,-5.56,-76.76,29.6,-27.44,-33.53,42.83135032
0.108,0.028,1.009,0.32,0.46,2.73,1.64,-5.53,-76.47,29.6,-27.44,-33.53,42.83135032
0.107,0.013,1.005,0.66,0.43,2.94,1.64,-5.5,-76.18,29.6,-27.44,-33.53,42.83135032
0.091,0.032,1.001,0.53,0.29,2.86,1.63,-5.48,-75.9,31.62,-26.67,-33.92,40.14607501
0.103,0.041,1.001,0.47,0.48,3.11,1.62,-5.47,-75.61,32.83,-28.59,-33.14,41.05097198
0.098,0.044,0.965,0.53,-0.59,3.22,1.6,-5.48,-75.3,30.4,-29.35,-35.49,43.99323219
0.102,0.015,1.001,-0.16,-0.34,3.05,1.58,-5.52,-75,30.4,-29.35,-35.49,43.99323219
0.094,0.028,0.993,-0.11,-0.34,3.38,1.55,-5.58,-74.69,31.21,-28.97,-35.49,42.86833957
0.098,0.039,0.978,-0.11,-0.33,3.16,1.53,-5.64,-74.39,30.61,-28.01,-34.12,42.46039822
0.101,0.019,1.009,-0.12,-0.45,2.91,1.48,-5.69,-74.09,30.81,-28.59,-34.31,42.85963876
0.101,0.025,0.966,-0.23,-0.58,2.89,1.42,-5.72,-73.79,30.81,-28.59,-34.31,42.85963876
0.098,0.034,0.98,-0.41,-0.47,3.03,1.36,-5.73,-73.5,31.41,-28.78,-34.9,42.49805434
0.104,0.034,1.028,0.16,0.59,2.98,1.3,-5.71,-73.2,31.21,-27.82,-34.31,41.71320369
0.095,0.036,0.999,0,-0.1,3.14,1.25,-5.67,-72.89,32.42,-29.73,-35.88,42.52164907
0.099,0.02,0.999,0.5,0.82,2.93,1.22,-5.61,-72.59,32.02,-27.44,-34.31,40.59539971
0.1,0.038,0.986,0.23,0.49,3.04,1.22,-5.57,-72.28,32.02,-27.44,-34.31,40.59539971
0.105,0.012,1.018,0.58,0.51,2.78,1.23,-5.54,-71.97,33.23,-28.97,-35.49,41.08200233
0.098,0.041,1.019,0.26,0.47,3.44,1.24,-5.53,-71.66,31.41,-28.01,-35.29,41.72511844
0.095,0.036,1.013,0.23,-0.12,3.11,1.25,-5.55,-71.35,32.02,-30.11,-33.53,43.23916813
0.109,0.022,0.989,0.19,-0.06,3.11,1.27,-5.58,-71.04,33.03,-29.54,-34.51,41.80749102
0.1,0.009,0.998,0.46,-0.63,3.19,1.3,-5.64,-70.72,33.03,-29.54,-34.51,41.80749102
0.1,0.025,1.003,0.63,-0.15,3.25,1.34,-5.68,-70.41,31.01,-30.69,-34.12,44.70284465
0.099,0.028,0.97,0.53,0.13,2.96,1.37,-5.7,-70.11,31.01,-30.69,-34.12,44.70284465
0.1,0.021,0.985,0.7,0.07,2.95,1.42,-5.71,-69.81,32.02,-30.5,-34.31,43.60728676
0.102,0.035,0.989,0.57,0.29,2.86,1.45,-5.68,-69.52,32.02,-30.5,-34.31,43.60728676
0.093,0.036,0.972,0.28,-0.1,2.9,1.47,-5.64,-69.23,32.02,-30.5,-34.31,43.60728676
0.098,0.039,1.015,-0.16,0.67,2.82,1.47,-5.59,-68.94,34.04,-28.97,-35.49,40.39969664
0.106,0.03,0.995,-0.08,0.46,3.2,1.44,-5.56,-68.64,34.04,-29.35,-34.71,40.76859928
0.089,0.047,0.975,-0.9,0.09,3.3,1.4,-5.54,-68.34,34.24,-30.69,-36.86,41.87051121
0.097,0.034,0.987,-0.26,0.23,3.07,1.35,-5.54,-68.03,34.24,-30.69,-36.86,41.87051121
0.092,0.019,0.997,-0.45,-0.22,2.87,1.3,-5.57,-67.74,34.44,-30.5,-33.92,41.52804141
0.094,0.043,0.968,-0.4,-0.44,3.05,1.25,-5.61,-67.45,35.25,-30.88,-35.49,41.21927946
0.097,0.016,0.999,-0.6,-0.27,2.97,1.22,-5.65,-67.17,34.65,-29.16,-36.86,40.08257143
0.097,0.029,0.995,-0.45,-0.11,2.93,1.17,-5.7,-66.89,35.25,-31.64,-34.31,41.9107894
0.111,0.023,1.008,-0.14,-0.31,2.83,1.14,-5.74,-66.61,35.25,-31.64,-34.31,41.9107894
0.102,0.04,0.989,-0.5,-0.05,3.04,1.11,-5.77,-66.32,35.66,-30.5,-33.92,40.54037271
0.087,0.023,0.996,0.16,-0.09,2.75,1.09,-5.78,-66.03,34.85,-32.41,-33.92,42.92238444
0.099,0.036,0.974,-0.32,0.06,3.12,1.08,-5.79,-65.73,35.66,-31.26,-35.1,41.23820854
0.111,0.024,1.007,0.67,-0.27,3.04,1.1,-5.79,-65.45,34.24,-30.31,-33.73,41.51595954
0.092,0.043,0.993,0.12,0.32,2.57,1.13,-5.79,-65.17,34.24,-30.31,-33.73,41.51595954
0.101,0.017,1.011,1.23,0.26,2.29,1.17,-5.79,-64.92,36.06,-31.26,-35.1,40.92164136
0.105,0.033,0.997,-0.08,0.42,2.68,1.21,-5.79,-64.67,36.67,-31.84,-35.69,40.96728241
0.092,0.028,0.988,0.47,0.01,2.4,1.25,-5.77,-64.43,36.87,-31.64,-35.1,40.63455185
0.094,0.053,0.983,-0.28,0.12,2.58,1.29,-5.76,-64.18,36.87,-31.64,-35.1,40.63455185
0.116,0.037,1.031,0.18,0.81,2.76,1.32,-5.74,-63.92,35.45,-32.98,-34.12,42.93279026
0.105,0.029,0.983,0.07,0.22,2.9,1.33,-5.71,-63.65,35.45,-32.22,-35.69,42.26725263
0.096,0.033,0.99,0.36,0.08,2.7,1.33,-5.69,-63.37,36.67,-32.22,-35.29,41.30407201
0.091,0.03,0.985,0.21,0.18,2.68,1.31,-5.66,-63.09,35.86,-32.6,-36.47,42.27368901
0.098,0.041,0.985,-0.83,0.28,2.53,1.27,-5.63,-62.81,35.86,-32.6,-36.47,42.27368901
0.109,0.028,1.023,-0.29,0.47,2.78,1.23,-5.59,-62.53,36.26,-32.6,-36.08,41.95751652
0.105,0.033,1.018,-0.57,0.58,2.73,1.18,-5.57,-62.25,36.26,-32.6,-36.08,41.95751652
0.103,0.026,1.006,-0.64,0.12,2.98,1.13,-5.57,-61.96,37.27,-33.94,-35.1,42.3226225
0.094,0.031,1.025,-0.1,0.08,2.72,1.08,-5.58,-61.68,37.27,-33.94,-35.1,42.3226225
0.103,0.027,0.991,0.17,-0.08,3.21,1.04,-5.61,-61.38,37.27,-33.94,-35.1,42.3226225
0.092,0.028,0.987,0.09,-1.01,2.99,1.02,-5.66,-61.08,38.08,-33.94,-35.49,41.71002819
0.092,0.022,0.982,0.85,-0.63,3.09,1.01,-5.71,-60.78,36.26,-31.84,-35.69,41.28645181
0.1,0.037,0.955,0.24,-1.2,2.84,1.01,-5.76,-60.48,37.68,-33.56,-36.27,41.69011843
0.109,0.03,1.001,0.28,0.47,3.05,1.02,-5.8,-60.18,36.46,-32.41,-34.71,41.63451472
0.101,0.029,0.987,0.57,0.29,2.99,1.03,-5.81,-59.9,36.46,-32.41,-34.71,41.63451472
0.106,0.033,0.992,0.4,0.34,3.03,1.05,-5.8,-59.63,37.88,-32.6,-36.86,40.71569704
0.094,0.035,0.971,0.21,-0.06,2.94,1.07,-5.77,-59.35,37.88,-32.6,-36.86,40.71569704
0.094,0.043,0.964,-0.12,0.18,3,1.1,-5.73,-59.08,38.28,-35.66,-36.47,42.97062263
0.097,0.022,0.981,0.59,0.5,2.91,1.14,-5.69,-58.79,38.28,-35.66,-36.47,42.97062263
0.099,0.053,0.964,-0.03,0.11,3.01,1.17,-5.67,-58.51,37.47,-34.51,-34.9,42.64517914
0.093,0.045,0.987,0.22,-0.28,2.94,1.19,-5.67,-58.23,36.06,-32.79,-35.49,42.2808059
0.099,0.053,0.979,-0.49,-0.36,2.92,1.21,-5.7,-57.94,38.08,-34.7,-37.06,42.34101832
0.09,0.044,0.993,0.11,-0.51,2.97,1.19,-5.74,-57.64,39.29,-34.32,-36.67,41.13736593
0.103,0.059,0.981,-1.18,-0.8,2.86,1.16,-5.8,-57.36,39.29,-34.32,-36.67,41.13736593
0.092,0.045,0.958,0.14,-0.58,2.89,1.12,-5.86,-57.07,39.29,-35.09,-36.27,41.76812316
0.1,0.044,0.991,-0.26,-1.04,3.03,1.08,-5.91,-56.79,37.68,-35.85,-36.27,43.57432835
0.099,0.042,0.976,-0.31,-0.47,2.59,1.05,-5.94,-56.51,38.89,-35.09,-36.27,42.05957306
0.108,0.039,1.004,-0.41,0.67,2.65,1.01,-5.94,-56.24,37.88,-32.22,-35.69,40.38384966
0.11,0.021,0.992,-0.33,0.17,2.95,0.97,-5.93,-55.96,37.88,-32.22,-35.69,40.38384966
0.107,0.019,1.005,-0.81,0.27,2.87,0.93,-5.9,-55.68,39.09,-35.66,-36.08,42.37275228
0.101,0.017,0.983,-0.11,0.64,2.71,0.88,-5.85,-55.4,38.69,-35.28,-36.08,42.36054645
0.103,0.024,0.973,-0.07,0.8,2.75,0.85,-5.8,-55.12,39.9,-33.37,-34.51,39.90711674
0.093,0.029,0.978,0.18,0.19,2.86,0.83,-5.76,-54.85,39.7,-36.62,-35.1,42.68900299
0.091,0.034,0.97,0.28,-0.16,2.79,0.83,-5.74,-54.58,39.7,-36.62,-35.1,42.68900299
0.102,0.03,0.981,0.35,-0.48,2.58,0.84,-5.74,-54.31,37.88,-35.66,-36.08,43.2709
0.102,0.019,0.984,0.97,-0.15,3.08,0.89,-5.76,-54.05,39.7,-35.09,-35.49,41.47279332
0.091,0.033,0.982,0.65,-0.24,2.83,0.93,-5.8,-53.78,39.49,-37.95,-35.69,43.86074546
0.097,0.04,0.98,0.89,-0.29,2.84,0.97,-5.83,-53.52,39.49,-37.95,-35.69,43.86074546
0.102,0.036,1.028,0.13,-0.37,2.83,1,-5.86,-53.25,39.49,-36.42,-35.29,42.68407012
0.109,0.042,0.977,-0.33,-0.32,2.65,1.01,-5.86,-52.99,38.08,-38.15,-35.88,45.05261319
0.101,0.036,1.004,0.35,0.59,2.36,1.02,-5.84,-52.73,38.08,-38.15,-35.88,45.05261319
0.103,0.038,1.001,0.22,0.64,2.65,1.06,-5.81,-52.47,39.09,-37.19,-35.29,43.57315842
